		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10	Cohort 11	Cohort 12	Cohort 13	Cohort 14	Cohort 15	Cohort 16	Cohort 17	Cohort 18	Cohort 19	Cohort 20	Cohort 21			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Per 1000 Patients	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Relative Risk	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	Safety Signal	
2957																							sudden cardiac death	3,628	3.23527E-03	1.90214E-05	1.00000E00	5.11503E-06	1.00000E00	1.23777E-04	5.74683E-02	5.18438E-14	1.87966E-01		6.40241E-01	3.02323E-01	2.44436E-02	5.97561E-01		1.66711E-03	8.66183E-06	6.43859E-01	1.38125E-02	2.66203E-03		4.54403E-03	4.02147E-05	1.00000E00	1.16432E-05	1.00000E00	2.30474E-04	6.65140E-02	2.25761E-13	2.02684E-01		6.51235E-01	3.15603E-01	2.67567E-02	6.01307E-01		2.49889E-03	1.91545E-05	6.56353E-01	1.63912E-02	3.81466E-03		14	7	1	11	29	5	4	13	5		3	5	3	1		4	27	21	5	6		0.671	0.076	0.264	0.090	0.279	0.070	0.111	0.059	0.153		0.183	0.164	0.085	0.312		0.076	0.752	0.314	0.104	0.096		2.367	0.268	0.929	0.313	0.981	0.245	0.389	0.206	0.538		0.645	0.578	0.299	1.099		0.267	2.660	1.107	0.366	0.336		1.240	-1.893	-0.107	-1.665	-0.027	-2.022	-1.359	-2.258	-0.894		-0.632	-0.790	-1.738	0.136		-1.901	1.405	0.145	-1.448	-1.569		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN	NaN		NaN	NaN	NaN	NaN	NaN		
2958																							mycobacterium abscessus infection	256		3.21147E-06		9.51395E-04	9.15329E-41	3.45767E-03				3.30324E-02	4.32642E-02		1.57836E-01					1.00000E00		1.00000E00			7.48658E-06		1.50213E-03	9.93000E-40	4.81728E-03				3.46679E-02	4.38974E-02		1.66215E-01					1.00000E00		1.00000E00			11		9	42	6				1	2		2					1		1			0.120		0.073	0.404	0.084				0.597	0.122		0.057					0.015		0.016			6.219		3.753	23.903	4.265				29.886	6.137		2.846					0.745		0.795			2.584		1.870	4.332	2.066				4.896	2.608		1.502					-0.422		-0.329			NaN		NaN	NaN	NaN				NaN	NaN		NaN					NaN		NaN		
2959	2								interferon beta-1a	interferon beta-1b													injection site necrosis	1,902		1.47527E-03		2.87763E-01	6.74518E-03	5.50944E-04	2.76856E-28	1.02480E-122	0.00000E00						3.82488E-01			1.14445E-03		1.56399E-03			2.23877E-03		3.53216E-01	8.73464E-03	9.12323E-04	2.16850E-27	3.10398E-121	0.00000E00						3.95739E-01			1.77721E-03		2.35948E-03			3		23	27	1	47	237	279						1			1		1			0.033		0.187	0.260	0.014	1.301	1.082	8.529						0.051			0.015		0.016			0.219		1.261	1.754	0.093	8.933	8.162	66.955						0.342			0.100		0.107			-2.184		0.331	0.802	-3.412	3.127	2.862	5.840						-1.545			-3.315		-3.223			NaN		NaN	NaN	NaN	NaN	NaN	NaN						NaN			NaN		NaN		
2960																							aortic calcification	1,050		1.05717E-12		1.69944E-02	2.85009E-20	3.01469E-01	2.30537E-01	1.79676E-04			1.00000E00	5.29223E-01	7.35836E-02		6.78240E-01		9.47076E-26	5.11774E-02	1.99968E-01	2.61080E-01			4.24949E-12		1.96349E-02	1.68437E-19	3.32525E-01	2.53818E-01	3.25368E-04			1.00000E00	5.43741E-01	7.84076E-02		6.90401E-01		6.82574E-25	5.49453E-02	2.08859E-01	2.71592E-01			34		3	47	3	5	4			1	1	6		2		35	1	1	2			0.371		0.024	0.452	0.042	0.138	0.018			0.061	0.033	0.170		0.102		0.975	0.015	0.021	0.032			4.635		0.295	5.707	0.509	1.687	0.219			0.743	0.399	2.077		1.242		12.234	0.181	0.253	0.387			2.176		-1.751	2.458	-0.970	0.752	-2.170			-0.428	-1.323	1.051		0.312		3.568	-2.458	-1.981	-1.366			NaN		NaN	NaN	NaN	NaN	NaN			NaN	NaN	NaN		NaN		NaN	NaN	NaN	NaN		
2961																							haematology test abnormal	263	1.78660E-08	1.00000E00		2.85738E-14	1.00000E00	3.21578E-13	3.94607E-02	3.38567E-01			2.86256E-01					9.57428E-02		8.81810E-05	1.80921E-02	7.80576E-06		5.28371E-08	1.00000E00		1.26211E-13	1.00000E00	1.33323E-12	4.04816E-02	3.71355E-01			2.96736E-01					1.01581E-01		1.68280E-04	2.07065E-02	1.73588E-05		8	1		22	2	17	3	2			1					3		8	4	9		0.383	0.011		0.179	0.019	0.238	0.083	0.009			0.061					0.057		0.120	0.083	0.144		19.170	0.529		9.402	0.933	12.280	4.068	0.439			2.975					2.791		5.963	4.092	7.184		4.219	-0.915		3.121	-0.099	3.530	2.012	-1.173			1.569					1.470		2.539	2.016	2.802		NaN	NaN		NaN	NaN	NaN	NaN	NaN			NaN					NaN		NaN	NaN	NaN		
2962																							biopsy liver	430	5.04971E-01	1.00000E00	1.19823E-01	6.15198E-01		5.21785E-01	1.00000E00	2.06651E-03			1.05954E-01	2.73236E-01				6.98389E-01	1.00000E00	2.94984E-01	6.78800E-01	1.00000E00		5.97796E-01	1.00000E00	1.38347E-01	6.80887E-01		5.56459E-01	1.00000E00	3.03604E-03			1.11781E-01	2.86158E-01				7.09920E-01	1.00000E00	3.07230E-01	6.89499E-01	1.00000E00		1	3	1	5		3	1	17			2	2				2	1	4	2	2		0.048	0.033	0.264	0.041		0.042	0.028	0.078			0.122	0.066				0.038	0.028	0.060	0.042	0.032		1.424	0.973	7.852	1.212		1.248	0.822	2.360			3.642	1.957				1.130	0.827	1.785	1.238	0.947		0.509	-0.039	2.970	0.274		0.318	-0.282	1.206			1.860	0.965				0.176	-0.273	0.830	0.307	-0.078		NaN	NaN	NaN	NaN		NaN	NaN	NaN			NaN	NaN				NaN	NaN	NaN	NaN	NaN		
2963																							rotator cuff repair	1,303		5.26298E-24		5.58464E-04	2.39896E-08		2.84739E-01	3.23643E-21	1.00000E00							2.70312E-01	3.33003E-02						3.58100E-23		9.23388E-04	7.01406E-08		3.10124E-01	1.98672E-20	1.00000E00							2.81386E-01	3.49114E-02						54		2	33		1	79	3							8	8						0.590		0.016	0.317		0.028	0.361	0.092							0.152	0.223						5.989		0.158	3.165		0.271	3.701	0.899							1.494	2.192						2.532		-2.647	1.637		-1.882	1.823	-0.154							0.577	1.127						NaN		NaN	NaN		NaN	NaN	NaN							NaN	NaN					
2964																							peritoneal tuberculosis	538	2.19809E-01	6.32801E-02		7.68103E-12	8.85992E-02	6.87999E-05	5.86308E-07						1.87021E-01			2.53380E-02		1.00000E00	7.28855E-01	5.31538E-01		3.10529E-01	1.07441E-01		2.92371E-11	1.09193E-01	1.33494E-04	1.48797E-06						1.96437E-01			2.75991E-02		1.00000E00	7.39495E-01	5.43631E-01		2	8		27	8	12	11						3			6		2	1	1		0.096	0.087		0.220	0.077	0.168	0.304						0.085			0.114		0.030	0.021	0.016		2.280	2.091		5.442	1.838	4.054	7.359						2.027			2.728		0.709	0.493	0.378		1.186	1.053		2.384	0.869	1.995	2.854						1.015			1.438		-0.493	-1.017	-1.401		NaN	NaN		NaN	NaN	NaN	NaN						NaN			NaN		NaN	NaN	NaN		
2965																							reticulocyte count decreased	429	5.04161E-01	3.84073E-01		9.40670E-05	6.75839E-05	5.20824E-01	3.80822E-05	8.62064E-03				2.72359E-01	3.20073E-05		1.41367E-01	1.00000E00		2.94486E-01	6.78337E-01	1.00000E00		5.97687E-01	4.90399E-01		1.78829E-04	1.31324E-04	5.55491E-01	7.69690E-05	1.08656E-02				2.85258E-01	6.54045E-05		1.49311E-01	1.00000E00		3.06719E-01	6.89058E-01	1.00000E00		1	1		14	13	3	8	1				2	8		2	1		4	2	2		0.048	0.011		0.114	0.125	0.042	0.221	0.005				0.066	0.227		0.102	0.019		0.060	0.042	0.032		1.428	0.324		3.475	3.806	1.251	6.699	0.134				1.961	6.869		3.048	0.565		1.789	1.241	0.950		0.513	-1.621		1.763	1.896	0.321	2.721	-2.878				0.969	2.757		1.603	-0.821		0.833	0.310	-0.074		NaN	NaN		NaN	NaN	NaN	NaN	NaN				NaN	NaN		NaN	NaN		NaN	NaN	NaN		
2966	1						peginterferon alfa-2a																cd8 lymphocytes decreased	162	1.26777E-08	1.00000E00		1.06060E-03	1.16297E-09		5.02838E-07	7.59023E-01									3.66177E-01	2.34149E-04	4.56832E-01	1.69981E-06		3.79911E-08	1.00000E00		1.65925E-03	3.80250E-09		1.28593E-06	7.85633E-01									3.75947E-01	4.15599E-04	4.68951E-01	4.09053E-06		7	1		7	13		7	3									1	6	1	8		0.335	0.011		0.057	0.125		0.194	0.014									0.028	0.090	0.021	0.128		27.596	0.860		4.651	10.626		15.922	1.082									2.204	7.311	1.646	10.532		4.725	-0.216		2.168	3.301		3.933	0.111									1.135	2.823	0.715	3.331		NaN	NaN		NaN	NaN		NaN	NaN									NaN	NaN	NaN	NaN		
2967																							spondyloarthropathy	426	5.01722E-01	2.70499E-21	1.18777E-01		9.06734E-03		1.00000E00	1.97017E-03			4.20877E-01	1.00000E00				9.06087E-03	3.00389E-12	1.00000E00	1.00000E00	1.00000E00		5.96299E-01	1.66502E-20	1.37198E-01		1.13686E-02		1.00000E00	2.90965E-03			4.32621E-01	1.00000E00				1.13611E-02	1.17382E-11	1.00000E00	1.00000E00	1.00000E00		1	31	1		9		1	17			1	1				6	15	2	1	2		0.048	0.339	0.264		0.087		0.028	0.078			0.061	0.033				0.114	0.418	0.030	0.021	0.032		1.438	10.871	7.926		2.629		0.830	2.383			1.834	0.985				3.456	12.948	0.897	0.623	0.956		0.523	3.344	2.984		1.375		-0.269	1.219			0.873	-0.021				1.775	3.647	-0.157	-0.680	-0.064		NaN	NaN	NaN		NaN		NaN	NaN			NaN	NaN				NaN	NaN	NaN	NaN	NaN		
2968																							haematoma infection	553		2.34375E-04	1.51378E-01	5.06915E-01	1.13372E-08	7.75674E-01	6.72469E-01	8.68810E-01	5.53273E-02	6.99911E-02			7.44133E-08			2.52420E-05							4.15954E-04	1.72464E-01	5.79247E-01	3.41368E-08	8.03907E-01	6.97354E-01	8.92133E-01	6.12672E-02	7.20493E-02			2.07522E-07			5.24218E-05							13	1	3	21	2	2	10	4	1			12			11							0.142	0.264	0.024	0.202	0.028	0.055	0.046	0.122	0.597			0.341			0.209							3.335	6.103	0.562	4.808	0.645	1.280	1.056	2.838	13.806			8.018			4.910							1.714	2.607	-0.826	2.221	-0.630	0.355	0.077	1.498	3.785			2.976			2.273							NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN			NaN			NaN						
2969																							cervicobrachial syndrome	1,115		1.18527E-12		7.57890E-01	1.22076E-03	2.55770E-02	4.16197E-02	8.16444E-02				1.00000E00	7.75860E-01		1.00000E00	8.11917E-01			1.41124E-01	5.10936E-02			4.75476E-12		8.12621E-01	1.88404E-03	2.78246E-02	4.24090E-02	9.52241E-02				1.00000E00	7.85618E-01		1.00000E00	8.21387E-01			1.48222E-01	5.44487E-02			35		9	20	1	7	27				2	2		1	5			1	1			0.382		0.073	0.192	0.014	0.194	0.123				0.066	0.057		0.051	0.095			0.021	0.016			4.489		0.838	2.224	0.160	2.227	1.423				0.752	0.650		0.584	1.090			0.238	0.182			2.131		-0.253	1.139	-2.641	1.150	0.498				-0.409	-0.621		-0.775	0.123			-2.068	-2.452			NaN		NaN	NaN	NaN	NaN	NaN				NaN	NaN		NaN	NaN			NaN	NaN		
2970																							vitamin b complex deficiency	494		2.78444E-02		3.47467E-01	1.00000E00	5.36352E-01	1.00000E00	7.81286E-03	9.46382E-03			3.29085E-01	1.00000E00		5.31715E-01		4.04386E-01	5.29987E-01	7.10055E-01	1.00000E00			5.21368E-02		4.17179E-01	1.00000E00	5.70042E-01	1.00000E00	9.96336E-03	1.17996E-02			3.43023E-01	1.00000E00		5.44834E-01		4.14335E-01	5.43508E-01	7.20736E-01	1.00000E00			8		2	4	1	1	17	5			2	1		1		2	1	2	2			0.087		0.016	0.038	0.014	0.028	0.078	0.153			0.066	0.028		0.051		0.056	0.015	0.042	0.032			2.280		0.419	0.994	0.360	0.715	2.044	3.983			1.702	0.733		1.320		1.442	0.386	1.077	0.824			1.176		-1.248	-0.008	-1.467	-0.483	1.005	1.983			0.765	-0.447		0.400		0.526	-1.370	0.107	-0.278			NaN		NaN	NaN	NaN	NaN	NaN	NaN			NaN	NaN		NaN		NaN	NaN	NaN	NaN		
2971	2																	thalidomide	ritonavir				albuminuria	347	2.74345E-05	5.28119E-01			1.61944E-04						3.59138E-01	8.39132E-11	2.48512E-01	8.33651E-02			6.23454E-01	8.99078E-13	1.26723E-09	2.66270E-14		5.66945E-05	6.32267E-01			2.95392E-04						3.70523E-01	2.98917E-10	2.59349E-01	8.52706E-02			6.32653E-01	3.62958E-12	4.13170E-09	1.17791E-13		6	1			11						1	12	2	1			1	18	13	19		0.287	0.011			0.106						0.061	0.394	0.057	0.312			0.028	0.269	0.271	0.303		10.752	0.400			3.987						2.253	15.000	2.096	11.520			1.025	10.399	10.312	11.744		3.404	-1.315			1.961						1.169	3.860	1.063	3.522			0.036	3.309	3.317	3.480		NaN	NaN			NaN						NaN	NaN	NaN	NaN			NaN	NaN	NaN	NaN		
2972																							disease complication	2,854	6.40383E-01	1.88730E-02	5.71388E-01	3.75697E-03	1.00000E00	4.04691E-05	3.75342E-01	6.13952E-01	1.37034E-02	3.12379E-01		4.36683E-01	1.04129E-02		3.40994E-01	1.90061E-04	9.45508E-05	5.91499E-03	1.68473E-01	3.05409E-02		7.20810E-01	2.14426E-02	5.95869E-01	5.18984E-03	1.00000E00	8.14451E-05	4.02699E-01	6.46463E-01	1.62812E-02	3.17180E-01		4.51243E-01	1.28176E-02		3.53726E-01	3.42662E-04	1.79653E-04	7.77911E-03	1.76467E-01	3.24267E-02		3	10	1	13	23	2	5	52	1	1		4	16		2	1	21	5	6	6		0.144	0.109	0.264	0.106	0.221	0.028	0.138	0.237	0.031	0.597		0.131	0.454		0.102	0.019	0.585	0.075	0.125	0.096		0.643	0.487	1.181	0.471	0.989	0.125	0.619	1.064	0.137	2.671		0.588	2.038		0.456	0.085	2.630	0.334	0.558	0.427		-0.636	-1.033	0.240	-1.078	-0.015	-2.997	-0.691	0.088	-2.870	1.417		-0.765	1.023		-1.131	-3.554	1.388	-1.579	-0.839	-1.223		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN		NaN	NaN	NaN	NaN	NaN	NaN		
2973																							blood parathyroid hormone increased	2,459	8.04463E-01	4.01091E-01		2.93581E-05	2.60185E-01	2.99849E-02		5.89501E-12	1.05619E-01			8.35617E-01	1.77008E-01			1.73085E-02	4.33627E-22	3.28557E-01	8.68430E-01	5.80722E-02		8.65048E-01	5.06120E-01		6.03614E-05	2.97991E-01	3.19265E-02		2.26051E-11	1.15445E-01			8.46158E-01	1.86074E-01			1.99467E-02	2.75699E-21	3.41323E-01	8.76799E-01	6.18000E-02		3	21		6	25	6		6	2			6	3			3	45	9	8	19		0.144	0.229		0.049	0.240	0.084		0.027	0.061			0.197	0.085			0.057	1.253	0.135	0.167	0.303		0.746	1.193		0.252	1.251	0.435		0.140	0.317			1.024	0.442			0.295	6.613	0.698	0.865	1.579		-0.421	0.253		-1.979	0.320	-1.198		-2.813	-1.655			0.034	-1.177			-1.755	2.703	-0.516	-0.209	0.655		NaN	NaN		NaN	NaN	NaN		NaN	NaN			NaN	NaN			NaN	NaN	NaN	NaN	NaN		
2974																							serositis	401		5.72152E-08		7.97296E-01	1.11021E-14	1.00000E00	1.06310E-01	1.82426E-02					1.00000E00			6.84969E-03	3.10950E-01	1.60650E-01					1.61346E-07		8.48053E-01	5.01765E-14	1.00000E00	1.20826E-01	2.08399E-02					1.00000E00			8.85613E-03	3.20036E-01	1.69520E-01					16		4	25	2	3	1					1			6	2	4					0.175		0.033	0.240	0.028	0.083	0.005					0.028			0.114	0.056	0.060					5.756		1.038	8.098	0.891	2.657	0.143					0.904			3.675	1.778	1.915					2.477		0.053	2.936	-0.166	1.403	-2.781					-0.146			1.862	0.827	0.931					NaN		NaN	NaN	NaN	NaN	NaN					NaN			NaN	NaN	NaN				
2975																							electrocardiogram st segment abnormal	921	6.65697E-01	1.29305E-03	2.39193E-01	6.12423E-01	3.18692E-07	7.25154E-02	4.91482E-02	7.98843E-01				7.31421E-01			1.00000E00		3.36250E-01	1.00000E00	2.76496E-01	1.47418E-01		7.44471E-01	1.98562E-03	2.64566E-01	6.78089E-01	8.32282E-07	8.48718E-02	5.71232E-02	8.23842E-01				7.44102E-01			1.00000E00		3.45737E-01	1.00000E00	2.87043E-01	1.54915E-01		2	16	1	10	25	1	6	14				1			1		4	4	1	1		0.096	0.175	0.264	0.081	0.240	0.014	0.166	0.064				0.033			0.051		0.111	0.060	0.021	0.016		1.330	2.449	3.662	1.131	3.398	0.193	2.312	0.885				0.455			0.707		1.548	0.829	0.288	0.220		0.410	1.277	1.871	0.175	1.737	-2.366	1.204	-0.173				-1.134			-0.499		0.628	-0.269	-1.792	-2.176		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN				NaN			NaN		NaN	NaN	NaN	NaN		
2976																							rebound effect	3,890	1.06625E-01	6.34708E-01	1.00000E00	2.96355E-09	2.50100E-02	1.40411E-04	3.25320E-02	1.62697E-20	4.27856E-01		2.57358E-01	3.16763E-02	8.77878E-01	1.75005E-02	3.70531E-02	2.17473E-04	9.43119E-03	7.39604E-03	1.78209E-02	6.53872E-02		1.73078E-01	7.27905E-01	1.00000E00	9.37484E-09	2.72975E-02	2.58940E-04	3.42159E-02	9.72049E-20	4.48284E-01		2.67407E-01	3.34569E-02	8.86538E-01	2.01358E-02	3.83055E-02	3.87760E-04	1.17642E-02	9.48714E-03	2.04499E-02	6.95221E-02		2	30	1	7	45	6	4	7	7		2	3	11	4	1	3	3	9	6	11		0.096	0.328	0.264	0.057	0.433	0.084	0.111	0.032	0.214		0.122	0.099	0.312	1.248	0.051	0.057	0.084	0.135	0.125	0.175		0.314	1.077	0.866	0.186	1.425	0.274	0.363	0.103	0.702		0.401	0.323	1.025	4.103	0.167	0.187	0.274	0.441	0.409	0.575		-1.668	0.106	-0.207	-2.418	0.506	-1.859	-1.460	-3.252	-0.509		-1.318	-1.627	0.036	2.036	-2.578	-2.416	-1.866	-1.178	-1.286	-0.796		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		
2977																							sinoatrial block	631	5.91826E-12	3.41206E-01	1.54691E-02	2.33389E-02	2.17213E-02	1.00000E00						6.65470E-01		2.28013E-05	6.20571E-01		3.43043E-02	3.43929E-10	1.00000E00	2.45747E-01		2.26890E-11	4.45521E-01	1.81018E-02	2.57441E-02	2.42085E-02	1.00000E00						6.79239E-01		4.76480E-05	6.32981E-01		3.58362E-02	1.17232E-09	1.00000E00	2.55922E-01		14	2	2	12	11	3						2		4	1		5	20	2	5		0.671	0.022	0.528	0.098	0.106	0.042						0.066		1.248	0.051		0.139	0.299	0.042	0.080		13.865	0.440	10.711	1.997	2.161	0.849						1.331		25.429	1.033		2.834	6.222	0.842	1.619		3.763	-1.177	3.417	0.984	1.098	-0.235						0.412		4.660	0.046		1.495	2.598	-0.247	0.691		NaN	NaN	NaN	NaN	NaN	NaN						NaN		NaN	NaN		NaN	NaN	NaN	NaN		
2978																							antithrombin iii decreased	298				7.65677E-01	8.73807E-33	2.34021E-01					5.66503E-02	8.15662E-04					5.67768E-01	6.71760E-01	5.74863E-03	3.83891E-03					8.19946E-01	7.81312E-32	2.61752E-01					6.02900E-02	1.30501E-03					5.77442E-01	6.84179E-01	7.58806E-03	5.29434E-03					3	38	3					2	5					1	2	5	6					0.024	0.365	0.042					0.122	0.164					0.028	0.030	0.104	0.096					1.047	17.800	1.807					5.266	7.146					1.195	1.284	4.521	4.166					0.066	3.969	0.847					2.389	2.816					0.256	0.359	2.158	2.036					NaN	NaN	NaN					NaN	NaN					NaN	NaN	NaN	NaN		
2979																							prinzmetal angina	787	4.15524E-02			7.14991E-01	6.76103E-08	1.00000E00	1.00000E00	1.35195E-03	7.28993E-01		1.94286E-02	4.18687E-02				2.65132E-01		1.00000E00	2.29191E-01	4.45891E-01		7.87738E-02			7.78167E-01	1.89305E-07	1.00000E00	1.00000E00	2.06998E-03	7.46499E-01		2.19838E-02	4.26382E-02				2.76132E-01		1.00000E00	2.38753E-01	4.58184E-01		4			6	24	4	2	3	1		4	5				5		4	5	5		0.192			0.049	0.231	0.056	0.055	0.014	0.031		0.244	0.164				0.095		0.060	0.104	0.080		3.122			0.791	3.831	0.908	0.898	0.219	0.496		3.982	2.677				1.547		0.971	1.694	1.296		1.637			-0.335	1.905	-0.139	-0.154	-2.169	-1.011		1.988	1.415				0.626		-0.042	0.757	0.372		NaN			NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN				NaN		NaN	NaN	NaN		
2980																							asteatosis	102	1.53622E-01			3.16615E-03	9.93884E-03	1.11996E-01	3.15299E-03					2.15959E-01			1.44995E-01		2.28482E-23	4.14461E-01	3.19063E-01	3.94602E-01		2.32704E-01			4.46087E-03	1.23038E-02	1.29009E-01	4.44594E-03					2.27344E-01			1.53028E-01		1.51719E-22	4.27854E-01	3.30192E-01	4.06476E-01		1			5	4	2	3					1			1		16	1	1	1		0.048			0.041	0.038	0.028	0.083					0.033			0.051		0.446	0.015	0.021	0.016		6.050			5.309	4.971	3.554	10.683					4.146			6.442		66.005	1.882	2.623	2.007		2.585			2.350	2.268	1.809	3.378					2.041			2.676		5.802	0.906	1.382	0.998		NaN			NaN	NaN	NaN	NaN					NaN			NaN		NaN	NaN	NaN	NaN		
2981																							primary sequestrum	2,796		1.10089E-23		9.43126E-11	5.93359E-93	3.76101E-05	4.71222E-01					1.00000E00			1.42468E-01		0.00000E00		2.13013E-01	3.00259E-02			7.40133E-23		3.34809E-10	1.36941E-91	7.60675E-05	4.98960E-01					1.00000E00			1.50422E-01		0.00000E00		2.22151E-01	3.19668E-02			79		1	175	2	10					6			1		316		6	6			0.863		0.008	1.682	0.028	0.277					0.197			0.051		8.801		0.125	0.096			4.028		0.037	8.132	0.127	1.265					0.901			0.233		45.205		0.570	0.436			1.979		-4.749	2.942	-2.968	0.339					-0.151			-2.101		5.329		-0.809	-1.194			NaN		NaN	NaN	NaN	NaN					NaN			NaN		NaN		NaN	NaN		
2982																							deafness transitory	710	1.00000E00	1.19571E-166		8.46979E-01		1.00000E00	4.59386E-01	7.71384E-01				1.00000E00			9.73438E-02	3.81915E-01		2.85799E-01	5.32728E-01	2.76732E-01		1.00000E00	5.09081E-165		8.94663E-01		1.00000E00	4.87249E-01	7.97692E-01				1.00000E00			1.03361E-01	3.94522E-01		2.97811E-01	5.44485E-01	2.87452E-01		1	150		7		3	3	13				1			3	1		1	1	1		0.048	1.638		0.057		0.042	0.083	0.059				0.033			0.153	0.019		0.015	0.021	0.016		0.862	37.102		1.026		0.754	1.496	1.069				0.591			2.761	0.341		0.268	0.374	0.286		-0.214	4.881		0.036		-0.405	0.579	0.095				-0.758			1.461	-1.547		-1.894	-1.417	-1.801		NaN	NaN		NaN		NaN	NaN	NaN				NaN			NaN	NaN		NaN	NaN	NaN		
2983																							neck injury	2,695		3.94249E-03		2.64300E-05	5.18541E-01	7.72004E-05	4.65427E-01	1.39338E-04	1.00000E00			1.07691E-01	4.64158E-01		4.54932E-01		1.20442E-07		4.26241E-03	4.50967E-05			5.42272E-03		5.47606E-05	5.56474E-01	1.48591E-04	4.93149E-01	2.57124E-04	1.00000E00			1.15045E-01	4.77096E-01		4.68381E-01		3.28667E-07		5.81827E-03	9.00573E-05			33		7	25	2	5	74	6			2	5		2		26		2	1			0.360		0.057	0.240	0.028	0.138	0.338	0.183			0.066	0.142		0.102		0.724		0.042	0.016			1.717		0.268	1.140	0.132	0.655	1.619	0.869			0.311	0.672		0.483		3.456		0.197	0.075			0.773		-1.888	0.188	-2.915	-0.608	0.680	-0.202			-1.683	-0.572		-1.048		1.779		-2.341	-3.725			NaN		NaN	NaN	NaN	NaN	NaN	NaN			NaN	NaN		NaN		NaN		NaN	NaN		
2984																							lip oedema	2,745	1.46854E-01	1.41260E-01	5.57291E-01	7.69455E-02	1.87822E-06	1.39949E-02	2.98827E-02	1.33107E-15	5.64316E-02		4.11647E-01	1.80483E-02			8.05535E-01	1.33953E-01		3.51298E-01	1.56391E-01	8.52676E-03		2.24184E-01	2.16132E-01	5.82446E-01	1.05508E-01	4.49418E-06	1.65777E-02	3.18388E-02	6.30879E-15	6.24754E-02		4.23280E-01	2.06669E-02			8.15790E-01	1.41391E-01		3.64247E-01	1.63950E-01	1.07558E-02		1	13	1	17	48	6	2	4	2		5	13			3	6		18	15	24		0.048	0.142	0.264	0.138	0.461	0.084	0.055	0.018	0.061		0.305	0.427			0.153	0.114		0.269	0.312	0.383		0.223	0.659	1.228	0.642	2.168	0.389	0.257	0.084	0.284		1.422	1.993			0.712	0.530		1.255	1.456	1.788		-2.165	-0.598	0.296	-0.635	1.102	-1.356	-1.957	-3.556	-1.813		0.507	0.991			-0.490	-0.913		0.325	0.539	0.833		NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN		NaN	NaN			NaN	NaN		NaN	NaN	NaN		
