		Cohort 1	Cohort 2	Cohort 3	Cohort 4	Cohort 5	Cohort 6	Cohort 7	Cohort 8	Cohort 9	Cohort 10	Cohort 11	Cohort 12	Cohort 13	Cohort 14	Cohort 15	Cohort 16	Cohort 17	Cohort 18	Cohort 19	Cohort 20	Cohort 21	Cohort 22	Cohort 23	Cohort 24	Cohort 25	Cohort 26	Cohort 27			Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	Fishers Exact Test	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	FDR Correction	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	Absolute Counts	
1469																													prasterone and estrogen	163	1.80294E-01	8.14199E-02	1.00000E00	4.42720E-12	2.95286E-08	1.27369E-05	1.06982E-03	3.07392E-02	5.07429E-01	4.71148E-04	2.36038E-02	1.96813E-02	4.32994E-10	7.46529E-06	9.73396E-07	5.59734E-03	1.84660E-05	1.00000E00	1.23946E-06	6.46396E-01	2.51751E-01	1.13055E-01	2.16198E-04	1.00000E00	1.00000E00	3.28834E-02	3.87793E-01	2.12167E-01	1.09344E-01	1.00000E00	1.80856E-11	7.36436E-08	2.96870E-05	1.82533E-03	5.09632E-02	5.58352E-01	8.13676E-04	3.25069E-02	3.15292E-02	9.11122E-10	1.24393E-05	2.19724E-06	9.08829E-03	3.72349E-05	1.00000E00	2.47311E-06	6.95954E-01	3.26906E-01	1.44817E-01	4.04679E-04	1.00000E00	1.00000E00	4.62870E-02	4.36104E-01	14	33	1	19	22	22	50	78	7	30	30	55	54	34	48	18	66	3	48	13	10	35	44	2	5	45	3	
1470																													alverine	833	5.12062E-11	2.77840E-06	1.00000E00	5.64500E-02	3.83457E-01	2.14750E-06	9.59253E-16	6.70774E-01	2.46208E-13	1.17868E-03	4.42825E-03	3.48204E-04	2.70878E-01	4.89980E-22	1.39635E-01	1.73956E-01	1.26454E-07	1.21175E-02	4.92280E-06	1.55761E-24	1.51283E-01	4.50129E-02	2.86866E-08	1.51972E-01	9.52489E-06	1.19602E-05	9.18926E-12	9.92850E-11	5.58451E-06	1.00000E00	9.11784E-02	4.61663E-01	5.28246E-06	2.65646E-15	7.62255E-01	5.52044E-13	1.95982E-03	6.49433E-03	6.73325E-04	3.21907E-01	1.19804E-21	1.90041E-01	2.21646E-01	2.82202E-07	1.70407E-02	9.54695E-06	4.54524E-24	2.09984E-01	6.10099E-02	6.77656E-08	2.08799E-01	2.67907E-05	2.21192E-05	1.94739E-11	100	178	6	19	32	72	263	323	73	109	131	169	127	168	136	37	278	8	171	148	28	160	192	7	8	225	1	
1471																													pristinamycin	1,764	5.19238E-161	7.26696E-04	8.91892E-01	5.49671E-01	3.51781E-01	6.58113E-02	3.54212E-01	1.81715E-07	9.87570E-66	3.10643E-100	7.32512E-21	7.62322E-02	2.84938E-07	2.39870E-20	1.30726E-03	3.11917E-03	2.42047E-24	3.13400E-04	1.57222E-26	9.34161E-36	1.27015E-06	5.86237E-01	3.89470E-176	1.15494E-03	1.10557E-04	5.85361E-08	9.63807E-20	2.94711E-160	1.22864E-03	9.46758E-01	6.42012E-01	4.29316E-01	9.94025E-02	4.21928E-01	4.93658E-07	4.64856E-65	2.23906E-99	1.93541E-20	1.12205E-01	5.42978E-07	5.71404E-20	2.39918E-03	5.21431E-03	8.01519E-24	5.10125E-04	4.91506E-26	3.17658E-35	3.19035E-06	6.42150E-01	3.89861E-175	2.32335E-03	2.77750E-04	1.20124E-07	2.51367E-19	459	219	14	22	51	68	333	591	227	483	358	485	323	285	209	71	268	18	115	280	39	301	779	11	33	459	6	
1472																													ferric hydroxide	2,488	1.57886E-21	2.28686E-10	1.69844E-01	3.10373E-03	9.27340E-02	8.60318E-03	2.46289E-90	5.06683E-35	8.12224E-07	2.90071E-09	5.49530E-19	3.70519E-01	3.64790E-10	2.23791E-03	3.67807E-04	9.98017E-05	2.60645E-23	2.75918E-02	1.77262E-29	5.77781E-06	3.64615E-09	4.90820E-02	2.89602E-14	3.23190E-01	3.05556E-70	7.30133E-41	9.56483E-01	3.73267E-21	5.39670E-10	2.35266E-01	6.37605E-03	1.33591E-01	1.50775E-02	1.36039E-89	2.80715E-34	1.46420E-06	6.78674E-09	1.40226E-18	4.57436E-01	7.69745E-10	3.21828E-03	7.12239E-04	1.89350E-04	8.46683E-23	3.74805E-02	5.74075E-29	1.06479E-05	1.05162E-08	6.63176E-02	8.43992E-14	4.04239E-01	3.72555E-69	2.72690E-40	9.87433E-01	272	498	13	19	98	92	927	689	131	156	463	657	459	274	299	186	420	71	182	238	54	376	259	31	289	799	87	
1473																													metformin and pioglitazone	2,363	2.39315E-01	2.52165E-07	9.93485E-02	1.94652E-01	2.30329E-19	8.09752E-01	1.58979E-05	4.05928E-04	1.89457E-02	1.59458E-04	1.54374E-04	7.40762E-23	8.48122E-43	1.43002E-30	1.14508E-01	2.34196E-213	1.61653E-03	3.32177E-09	3.45212E-04	3.64190E-237	1.04905E-02	3.35030E-03	3.08574E-01	2.82048E-02	5.73012E-01	7.22664E-12	2.46992E-10	2.74684E-01	5.30476E-07	1.48124E-01	2.71729E-01	8.69306E-19	8.64677E-01	3.09532E-05	8.70006E-04	2.59667E-02	2.86985E-04	2.53857E-04	2.78399E-22	2.96892E-42	3.93155E-30	1.58767E-01	2.84528E-212	2.82892E-03	6.93576E-09	6.03360E-04	3.13805E-236	1.81894E-02	5.15117E-03	3.77426E-01	4.59422E-02	6.69774E-01	1.67440E-11	5.02397E-10	126	454	11	26	168	110	553	850	100	174	233	405	580	395	315	596	529	15	286	702	130	339	389	49	76	627	32	
1474	19	blood and lymphatic system disorders	cardiac disorders	congenital, familial and genetic disorders	ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders			nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		tolmetin	297	5.38014E-01	4.38131E-02	9.34520E-03	1.21033E-02	7.62972E-09	4.12637E-02	2.54523E-04	9.52721E-01	3.29086E-01	4.15756E-40	7.57629E-04	3.18639E-01	3.56036E-01	1.61879E-08	2.34677E-07	3.75857E-01	2.57223E-03	1.05551E-01	1.39235E-01	5.38722E-09	4.25089E-03	1.88919E-02	5.06730E-03	9.20073E-07	3.40159E-01	1.57884E-03	8.73642E-01	5.79323E-01	6.18045E-02	1.73498E-02	2.25952E-02	1.96851E-08	6.49900E-02	4.58112E-04	1.00000E00	3.77719E-01	1.81847E-39	1.17954E-03	4.00489E-01	4.13057E-01	2.97531E-08	5.47457E-07	4.37447E-01	4.41344E-03	1.32351E-01	1.81954E-01	1.12965E-08	7.75933E-03	2.67290E-02	8.47761E-03	2.46983E-06	4.44953E-01	2.52845E-03	9.07948E-01	20	58	7	10	32	22	85	118	13	114	57	68	47	59	77	20	98	11	53	51	24	65	65	18	13	84	9	
1475																													gelatin agents	730	1.38946E-06	1.82781E-05	3.37554E-02	1.00000E00	9.17574E-01	7.28659E-01	9.55505E-06	7.53014E-02	2.86226E-58	5.88498E-20	9.61942E-18	3.36097E-07	2.69921E-04	3.43802E-06	1.02990E-01	2.11888E-03	1.69421E-02	9.70921E-02	5.96043E-02	5.36658E-09	5.27166E-01	7.17768E-13	6.94817E-06	2.85752E-01	6.11473E-01	4.17033E-39	6.73806E-06	2.31630E-06	3.46859E-05	5.62421E-02	1.00000E00	9.64528E-01	7.94717E-01	1.88687E-05	1.15966E-01	1.23599E-57	1.83781E-19	2.38526E-17	7.80489E-07	4.39184E-04	5.79395E-06	1.44157E-01	3.60744E-03	2.62680E-02	1.22804E-01	8.34685E-02	1.12613E-08	6.10294E-01	1.66509E-12	1.45629E-05	3.63055E-01	7.06941E-01	1.52962E-38	1.14714E-05	77	155	11	10	23	37	194	265	135	153	175	249	137	106	90	61	156	9	89	97	28	198	161	7	22	307	6	
1476	16	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders		gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders				investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders		respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		axitinib	7,846	6.50540E-10	6.95891E-04	8.16867E-24	1.20176E-02	1.96139E-01	1.65911E-28	3.40509E-116	3.97185E-78	1.44626E-05	2.52585E-103	1.35725E-11	2.72898E-303	1.05663E-05	6.43303E-65	2.29683E-12	0.00000E00	1.06754E-01	1.83073E-66	4.28526E-10	1.06228E-284	7.04310E-59	6.01439E-14	1.83435E-48	8.57729E-25	5.67081E-66	8.11472E-02	1.23687E-99	1.23159E-09	1.17985E-03	5.09341E-23	2.24520E-02	2.57468E-01	8.54363E-28	2.11880E-115	3.30667E-77	2.46870E-05	1.84769E-102	2.94236E-11	3.99945E-302	1.87543E-05	2.39902E-64	6.38579E-12	0.00000E00	1.46519E-01	9.06016E-66	9.67357E-10	9.94525E-284	5.77535E-58	1.43475E-13	9.04481E-48	4.44326E-24	6.75919E-65	1.08597E-01	7.78562E-99	341	1,091	2	87	281	186	2,408	3,921	334	260	779	713	1,230	1,193	924	1,597	1,914	5	960	1,539	95	1,554	786	26	45	1,682	13	
1477																													heptaminol	513	3.48817E-21	1.10506E-03	3.04669E-01	2.74094E-05	1.73253E-04	1.79567E-01	3.74730E-04	4.42900E-01	9.75106E-12	8.21996E-01	5.02687E-01	9.87843E-04	6.51156E-08	2.74038E-14	3.46597E-01	4.27696E-02	1.56372E-18	4.77102E-02	2.16264E-16	1.02778E-01	3.98859E-02	8.85936E-03	2.09362E-02	6.72585E-02	4.66366E-01	2.01539E-04		8.21968E-21	1.83852E-03	3.88426E-01	7.15627E-05	3.46893E-04	2.43939E-01	6.65435E-04	5.47133E-01	2.07646E-11	8.62836E-01	5.54719E-01	1.83937E-03	1.28366E-07	5.80006E-14	4.20536E-01	6.10680E-02	4.69727E-18	6.30891E-02	5.71514E-16	1.32486E-01	6.27484E-02	1.30459E-02	3.24842E-02	1.01667E-01	5.72564E-01	3.47208E-04		92	106	6	21	34	31	135	194	51	47	58	165	117	104	82	18	221	18	148	46	13	108	100	13	14	141		
1478																													benzalkonium	1,504	1.04662E-06	1.32058E-01	4.96748E-03	1.92613E-01	6.13125E-02	7.21248E-15	3.03514E-06	4.03479E-03	1.45437E-02	5.77245E-67	2.71810E-18	8.13254E-01	4.42006E-02	2.45177E-04	1.14758E-02	3.99731E-01	1.11255E-04	5.17245E-02	2.90808E-01	7.59433E-06	3.21879E-02	1.77024E-09	5.10807E-78	2.88527E-01	1.11830E-03	6.01713E-02	1.37400E-04	1.75490E-06	1.71042E-01	9.61530E-03	2.69184E-01	9.11055E-02	2.63184E-14	6.16943E-06	7.71342E-03	2.01307E-02	3.33017E-66	6.83075E-18	8.72773E-01	5.98066E-02	3.79493E-04	1.88694E-02	4.61741E-01	2.13014E-04	6.81649E-02	3.51881E-01	1.39341E-05	5.15509E-02	3.74032E-09	3.21862E-77	3.66003E-01	2.48739E-03	8.21003E-02	2.17542E-04	137	251	3	28	37	145	372	540	68	376	306	381	237	181	253	76	445	44	235	154	49	340	533	17	30	340	27	
1479																													nifuroxazide	304	8.03107E-44	5.81306E-04	1.66223E-04	5.76366E-04	8.72834E-01	2.26546E-01	2.26649E-19	4.79189E-03	2.66141E-13	1.86437E-04	2.35111E-08	5.64705E-02	7.26165E-08	2.18371E-08	7.08352E-03	3.27317E-02	2.45117E-02	4.37498E-03	6.20710E-02	7.31655E-04	3.24647E-01	5.42051E-03	2.71871E-02	9.87851E-02	8.39143E-02	7.87465E-08		2.46303E-43	9.90579E-04	3.90309E-04	1.31021E-03	9.23121E-01	2.98344E-01	6.86931E-19	9.07121E-03	5.94829E-13	3.34114E-04	4.62928E-08	8.50389E-02	1.42503E-07	3.99134E-08	1.20315E-02	4.74198E-02	3.73265E-02	6.43656E-03	8.67594E-02	1.18731E-03	4.06405E-01	8.16443E-03	4.14734E-02	1.43052E-01	1.33320E-01	1.60953E-07		97	69	10	13	9	19	129	96	40	50	73	63	78	60	28	26	94	15	33	38	17	69	62	1	16	103		
1480																													domiphen	95	7.94884E-13	4.75238E-01			9.88768E-08	4.84038E-02	1.17402E-12	2.50756E-01	7.34580E-16	8.89976E-17	3.58196E-21	8.52216E-05	1.51330E-21	1.39330E-16	1.47649E-11	3.76061E-01	2.47057E-05	1.53923E-01	5.74218E-02	1.06484E-03	4.46886E-01	3.16383E-12	9.85717E-12			8.23171E-04		1.62177E-12	5.40437E-01			2.38849E-07	7.50436E-02	3.00804E-12	3.37795E-01	1.75997E-15	2.58743E-16	9.52315E-21	1.71846E-04	4.12074E-21	3.08799E-16	4.01166E-11	4.37500E-01	4.93954E-05	1.88335E-01	8.08692E-02	1.71561E-03	5.30727E-01	7.22344E-12	2.68693E-11			1.34852E-03		28	17			16	9	50	43	25	40	50	42	53	39	41	7	43	4	21	16	2	45	43			34		
1481	13		cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions					investigations	metabolism and nutrition disorders			nervous system disorders		psychiatric disorders			respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		isoprenaline	534	5.53149E-06	1.33745E-57	1.00000E00		3.35205E-03	2.22943E-01	1.93607E-02	1.89221E-02	4.60584E-20	1.22871E-02	1.15999E-08	3.67023E-05	1.66904E-10	5.45440E-14	2.68553E-01	1.31132E-01	3.43754E-01	2.51546E-03	1.99280E-02	2.01420E-09	3.98369E-01	2.48056E-17	9.52618E-01	8.59393E-01	1.21988E-01	1.60339E-15	3.40967E-04	8.99294E-06	6.18212E-57	1.00000E00		5.92666E-03	2.94020E-01	2.92812E-02	3.25204E-02	1.20580E-19	1.84276E-02	2.30531E-08	7.64236E-05	3.56407E-10	1.14787E-13	3.36215E-01	1.71824E-01	4.20859E-01	3.77481E-03	2.96526E-02	4.29137E-09	4.81774E-01	6.36299E-17	9.86569E-01	9.05613E-01	1.85171E-01	4.09178E-15	5.31178E-04	59	237	4		31	19	84	238	67	69	113	180	130	106	68	38	144	23	98	78	19	168	84	7	25	190	5	
1482																													rifampicin and isoniazid	715	1.35697E-41	8.60165E-04	6.39609E-04	1.54542E-01	8.34317E-01	3.49505E-05	1.73538E-01	1.80840E-01	6.32302E-57	4.82418E-37	1.44988E-05	1.29576E-03	3.02084E-08	2.31743E-02	1.24051E-02	1.03669E-01	3.43513E-01	9.06592E-15	5.90497E-03	5.85278E-02	7.83966E-01	3.65325E-01	6.60134E-11	5.36870E-01	8.07244E-02	1.05990E-01	5.66471E-10	4.06670E-41	1.44380E-03	1.39585E-03	2.21816E-01	8.92530E-01	7.84110E-05	2.23634E-01	2.52775E-01	2.68680E-56	2.03749E-36	2.55011E-05	2.37801E-03	6.01782E-08	3.05109E-02	2.03190E-02	1.38995E-01	4.20731E-01	2.28218E-14	9.31820E-03	7.83500E-02	8.38727E-01	4.19094E-01	1.72557E-10	6.16264E-01	1.28751E-01	1.39533E-01	1.12955E-09	150	78	15	15	22	60	156	265	132	187	129	146	154	84	128	50	191	54	79	64	33	109	180	8	16	130	1	
1483	18	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders		gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders			respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		pasireotide	1,862	6.19528E-02	6.06362E-01	7.77474E-03	9.22661E-01	0.00000E00	5.59870E-03	3.34311E-23	8.65930E-13	2.18857E-50	7.89123E-32	5.49582E-01	8.02924E-10	6.93197E-59	0.00000E00	2.90564E-04	7.40394E-09	1.62574E-02	4.53310E-04	3.22949E-11	5.89517E-03	2.68167E-03	9.20092E-09	4.33976E-14	1.29814E-04	1.73325E-25	8.57512E-02	6.74977E-09	7.88465E-02	6.67285E-01	1.46294E-02	9.72535E-01	0.00000E00	1.00879E-02	1.06511E-22	2.86516E-12	8.59446E-50	3.11424E-31	6.00835E-01	2.08774E-09	2.75821E-58	0.00000E00	5.66335E-04	1.74396E-08	2.52772E-02	7.25670E-04	7.56602E-11	8.81258E-03	5.05064E-03	1.90946E-08	1.25618E-13	2.89622E-04	1.06151E-24	1.14261E-01	1.30134E-08	91	276	5	27	850	116	548	587	208	50	239	364	528	902	216	166	424	20	177	164	56	220	180	10	2	354	24	
1484	23	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders	social circumstances		vascular disorders		procarbazine	5,039	0.00000E00	9.03770E-34	6.35057E-03	1.66737E-08	7.02764E-02	1.14532E-15	1.08715E-02	2.19439E-17	1.34981E-18	3.99141E-20	5.54345E-38	1.70481E-58	2.37861E-01	1.04367E-02	1.59716E-36	9.13617E-199	1.78947E-12	7.94077E-09	1.64980E-71	2.16630E-09	3.25576E-14	1.72557E-01	9.26443E-25	2.85976E-09	6.71176E-12	5.38995E-23	1.22818E-70	0.00000E00	3.26806E-33	1.21655E-02	5.63160E-08	1.03003E-01	4.28716E-15	1.69725E-02	8.64634E-17	3.44664E-18	1.24912E-19	1.81317E-37	9.94634E-58	2.87522E-01	1.41433E-02	7.10749E-36	1.03295E-197	4.70003E-12	1.62304E-08	7.69994E-71	4.60871E-09	1.16621E-13	2.13026E-01	3.41063E-24	8.97720E-09	2.82276E-11	1.58346E-22	6.23188E-70	1,369	478	57	30	144	130	1,070	1,700	292	303	944	815	731	411	435	887	1,056	55	332	254	120	799	538	30	92	766	4	
1485																													pentoxyverine	239	1.29184E-01	1.95356E-07	6.50301E-04	5.54491E-05	1.49182E-03	6.47917E-01	7.32448E-09	3.54411E-01	1.88016E-18	2.93934E-08	1.86870E-07	9.46538E-03	2.11675E-06	4.43448E-14	3.12779E-01	2.73038E-03	5.86262E-04		1.05210E-04	3.77947E-01	2.66917E-01	2.82076E-09	1.04299E-07	9.96774E-07	7.28093E-02	8.55337E-07		1.56614E-01	4.15012E-07	1.41641E-03	1.40509E-04	2.72724E-03	7.30705E-01	1.67786E-08	4.53559E-01	4.77903E-18	6.53482E-08	3.55733E-07	1.57397E-02	3.89874E-06	9.34555E-14	3.84503E-01	4.59766E-03	1.06855E-03		1.89914E-04	4.34297E-01	3.43142E-01	5.92691E-09	2.40498E-07	2.66174E-06	1.17011E-01	1.67360E-06		20	68	8	13	18	13	86	87	42	52	59	44	61	62	40	25	84		58	13	14	77	70	16	3	82		
1486																													tamsulosin and dutasteride	2,606	1.98390E-01	2.74249E-33	1.85651E-02	5.02109E-03	1.12742E-01	3.13267E-01	2.68975E-02	1.78534E-04	6.62877E-01	7.93719E-11	1.36816E-01	4.80936E-23	2.93052E-02	2.99301E-02	1.12717E-01	1.59137E-05	3.14708E-19	1.36786E-18	3.60912E-01	3.65673E-74	7.20599E-65	3.74588E-03	7.46563E-01	6.18249E-03	1.49563E-03	1.32190E-50	4.24344E-02	2.31482E-01	9.83459E-33	3.24634E-02	1.00826E-02	1.58676E-01	3.96440E-01	4.00051E-02	3.96074E-04	7.05790E-01	1.95970E-10	1.70407E-01	1.82090E-22	4.07233E-02	3.89723E-02	1.56545E-01	3.17816E-05	9.54687E-19	3.73870E-18	4.26261E-01	1.68210E-73	6.29638E-64	5.72744E-03	8.03763E-01	1.12808E-02	3.25585E-03	5.36094E-50	5.54600E-02	170	634	10	56	101	136	561	937	91	158	297	456	402	272	349	199	861	5	399	466	331	488	415	23	121	866	72	
1487	20	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders		eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders		nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		olsalazine	287	2.52280E-03	7.42541E-01	1.26118E-08	1.00000E00	2.34175E-03	3.63828E-02	2.42727E-10	9.03940E-01	5.77900E-07	3.64703E-19	2.43709E-01	8.39393E-01	1.13509E-04	9.99878E-11	1.85441E-03	1.60196E-05	6.62983E-02	4.17729E-01	2.57777E-03	1.13333E-03	1.31441E-02	3.02443E-01	9.14014E-03	4.59145E-01	1.00000E00	1.29044E-02	1.43959E-01	3.60276E-03	7.96841E-01	4.19638E-08	1.00000E00	4.20390E-03	5.80397E-02	5.84577E-10	9.62028E-01	1.05333E-06	1.12111E-18	2.90678E-01	8.94594E-01	1.90629E-04	1.95809E-10	3.35389E-03	3.19700E-05	9.40169E-02	4.68034E-01	4.19470E-03	1.81993E-03	2.24545E-02	3.55636E-01	1.48757E-02	5.44122E-01	1.00000E00	1.89826E-02	1.75908E-01	30	41	15	4	20	22	103	112	28	81	42	75	64	63	61	35	86	8	61	36	22	54	62	2	9	77	5	
1488	22	blood and lymphatic system disorders	cardiac disorders		ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders	pregnancy, puerperium and perinatal conditions		renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		demeclocycline	366	8.64228E-16	1.39629E-10	5.40650E-01	1.87720E-01	3.33143E-24	3.64366E-02	1.24360E-07	1.85859E-02	3.75407E-07	5.94409E-01	1.60932E-10	8.10730E-01	1.63802E-14	2.12091E-69	4.13959E-01	3.16571E-10	1.78446E-05	2.90857E-02	1.50303E-04	2.03254E-19	5.23233E-01	1.04006E-19	1.72073E-01	1.31636E-01	5.65731E-01	6.00101E-04	2.38742E-03	1.89005E-15	3.31057E-10	6.27470E-01	2.63378E-01	1.42981E-23	5.80920E-02	2.69300E-07	3.19781E-02	6.90096E-07	6.54338E-01	3.40227E-10	8.71016E-01	3.83896E-14	8.14530E-69	4.88570E-01	7.88581E-10	3.60056E-05	3.93791E-02	2.68863E-04	5.42692E-19	6.06796E-01	2.77351E-19	2.24211E-01	1.84468E-01	6.63891E-01	9.95844E-04	3.48390E-03	66	104	1	2	60	9	115	167	33	38	90	96	108	162	47	53	129	2	81	80	13	133	67	9	10	103	3	
1489	24	blood and lymphatic system disorders	cardiac disorders	congenital, familial and genetic disorders	ear and labyrinth disorders	endocrine disorders	eye disorders	gastrointestinal disorders	general disorders and administration site conditions	hepatobiliary disorders	immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations	metabolism and nutrition disorders	musculoskeletal and connective tissue disorders	neoplasms benign, malignant and unspecified (incl cysts and polyps)	nervous system disorders		psychiatric disorders	renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders		surgical and medical procedures	vascular disorders		cidofovir	950	1.25431E-57	3.25930E-08	4.62571E-01	9.78589E-04	2.29390E-02	5.04539E-20	4.88820E-01	7.91213E-03	3.96824E-18	2.95955E-44	7.74797E-130	5.66289E-13	1.71591E-04	1.46887E-11	1.26370E-15	1.99900E-05	1.85579E-02	7.87400E-04	3.55759E-05	1.82575E-134	6.81251E-02	3.42669E-03	2.48066E-04	1.08173E-01	9.29092E-01	4.46257E-01	3.66320E-11	4.29859E-57	7.16052E-08	5.53593E-01	2.16347E-03	3.66779E-02	2.16175E-19	5.55709E-01	1.44908E-02	1.00228E-17	1.37398E-43	4.28797E-129	1.68076E-12	2.83457E-04	2.93477E-11	3.87017E-15	3.95800E-05	2.86719E-02	1.24001E-03	6.58166E-05	1.15433E-133	1.02284E-01	5.26595E-03	4.62306E-04	1.54790E-01	9.77256E-01	5.05352E-01	7.65166E-11	204	87	9	3	19	117	179	416	90	240	419	344	174	153	59	86	271	7	96	330	30	192	109	8	33	186	3	
1490	12	blood and lymphatic system disorders						gastrointestinal disorders			immune system disorders	infections and infestations	injury, poisoning and procedural complications	investigations				nervous system disorders			renal and urinary disorders	reproductive system and breast disorders	respiratory, thoracic and mediastinal disorders	skin and subcutaneous tissue disorders			vascular disorders		doripenem	2,145	5.50703E-255	2.67088E-03	4.84752E-04	1.86084E-06	2.51563E-01	4.27330E-08	3.01134E-02	1.24404E-17	6.36554E-147	5.60197E-38	2.30927E-251	5.03665E-17	2.02622E-85	4.73979E-32	5.51786E-36	4.32144E-17	2.02110E-11	1.32258E-13	2.48262E-41	8.08532E-66	5.03932E-12	1.26450E-96	5.74133E-02	2.52586E-08	1.12751E-04	4.39822E-05	5.36164E-23	4.04830E-254	4.28106E-03	1.07049E-03	5.42862E-06	3.19319E-01	1.16219E-07	4.44199E-02	4.92683E-17	4.82332E-146	2.38651E-37	1.82237E-250	1.67687E-16	9.43909E-85	1.32448E-31	2.44819E-35	1.33152E-16	5.12446E-11	3.22804E-13	9.05623E-41	3.54613E-65	1.65392E-11	6.49824E-96	8.24163E-02	7.49990E-08	2.82462E-04	7.86862E-05	1.49369E-22	634	278	4	8	61	53	465	657	371	402	892	386	652	372	127	219	409	6	118	393	36	755	369	6	43	521	8	
